,ID,Title,Trans_Title,Content,Time,Source,Link,Want,has_read,read_later,tags
109,623,大型语言模型：2024年回顾与2025年趋势,大型語言模型：2024年回顧與2025年趨勢,大型語言模型將在多個領域展現更大潛力。,2025-01-28 09:01:32,36kr,https://36kr.com/p/3121238318190856,1,0,0,
110,589,DeepSeek推翻两座大山,DeepSeek推翻兩座大山,黃仁勳、奧特曼和整個華爾街都懵了……,2025-01-28 08:33:06,36kr,https://36kr.com/p/3140911893142017,1,0,0,
111,176,单季度豪赚百亿美元，Netflix一爆再爆,單季度豪賺百億美元，Netflix一爆再爆,市值衝破4000億，即將成為全球前20大公司。,2025-01-28 04:34:09,36kr,https://36kr.com/p/3139569961360131,1,0,0,
112,172,结婚人数9连降，县城红娘却忙疯了,結婚人數9連降，縣城紅娘卻忙瘋了,此刻，她們正在迎接一年之中，生意最好的時候。,2025-01-28 04:34:07,36kr,https://36kr.com/p/3140224381721095,1,0,0,
113,170,养生水，大战春节餐桌,養生水，大戰春節餐桌,過年聚餐，年輕人愛上喝“草”。,2025-01-28 04:34:04,36kr,https://36kr.com/p/3140277350603264,1,0,0,
114,168,“留守猫咪”背后的大生意：内蒙小县，供应全球20％的猫砂,“留守貓咪”背後的大生意：內蒙小縣，供應全球20％的貓砂,內蒙寧城縣的貓砂生意,2025-01-28 04:34:02,36kr,https://36kr.com/p/3139548257196807,1,0,0,
115,166,华熙生物预计2024年净利润下滑超七成，市值较高点蒸发1253亿元,華熙生物預計2024年淨利潤下滑超七成，市值較高點蒸發1253億元,華熙生物業績不景氣，市值蒸發1253.35億元。,2025-01-28 04:34:00,36kr,https://36kr.com/p/3139734547365633,1,0,0,
116,163,2025的淘宝许愿报告，其实是一篇对未来行业风口的预测,2025的淘寶許願報告，其實是一篇對未來行業風口的預測,“賺點小錢”在年輕人的新年願望裡只能排第二。,2025-01-28 04:33:58,36kr,https://36kr.com/p/3140350450621191,1,0,0,
117,159,2025年，15家旅企“嗷嗷”等待上市…,2025年，15家旅企“嗷嗷”等待上市…,印象大紅袍和陝西旅遊誰能拿到2025年演藝第一股？,2025-01-28 04:33:55,36kr,https://36kr.com/p/3139668260634117,1,0,0,
118,155,融创再获中信金融资产支持，事关融创壹号院项目,融創再獲中信金融資產支持，事關融創壹號院項目,融創又一項目獲AMC支持。,2025-01-28 04:33:53,36kr,,1,0,0,
119,151,多地房地产市场1月“开门红”,多地房地產市場1月“開門紅”,滬廣深杭等依然領漲全國,2025-01-28 04:33:51,36kr,https://36kr.com/p/3140376629893639,1,0,0,
120,148,万亿中医AI化、连锁化和IP化的品牌顶层设计,萬億中醫AI化、連鎖化和IP化的品牌頂層設計,養生心智健康熱潮下萬億中醫如何跑通AI化連鎖化IP化呢？……連鎖門店成為距離消費者最近的體驗觸點消費業態。通過盈利點創新和輕連鎖模式榕樹家4年開出1600家門店超越固生堂、同仁堂等老牌玩家成為行業第一品牌，背後究竟有什麼樣的品牌頂層設計呢？,2025-01-28 04:33:49,36kr,https://36kr.com/p/3139587295362563,1,0,0,
121,146,第一批回老家的人，已经后悔县城有房了,第一批迴老家的人，已經後悔縣城有房了,感覺自己好像被縣城的房子綁住了,2025-01-28 04:33:46,36kr,https://36kr.com/p/3140380617595649,1,0,0,
122,144,香港“豪门三代”陈文博接班后的挑战：恒隆净利大跌超4成，未来要谨慎投资,香港“豪門三代”陳文博接班後的挑戰：恆隆淨利大跌超4成，未來要謹慎投資,每一次出手都要確保受益。,2025-01-28 04:33:44,36kr,https://36kr.com/p/3139351184873993,1,0,0,
123,141,如何从“做一个好人”中得到好报？,如何從“做一個好人”中得到好報？,做一個 Nice People 的缺點和優點。,2025-01-28 04:33:42,36kr,https://36kr.com/p/3123987048470535,1,0,0,
124,138,没想到吧！广州去年居然开了17个新商场,沒想到吧！廣州去年居然開了17個新商場,海珠區“逆襲”，區域商圈上新多,2025-01-28 04:33:40,36kr,https://36kr.com/p/3140414718990857,1,0,0,
125,134,今年不见年终奖,今年不見年終獎,一抹縮影。,2025-01-28 04:33:38,36kr,https://36kr.com/p/3139203062536967,1,0,0,
126,130,红星美凯龙发布严正声明：与阳光海天旗下子公司为正常解约，不存在“暴力撕毁合同”,紅星美凱龍發佈嚴正聲明：與陽光海天旗下子公司為正常解約，不存在“暴力撕毀合同”,紅星美凱龍否認毀約，稱合作方違約。,2025-01-28 04:33:36,36kr,https://36kr.com/p/3140433797290753,1,0,0,
127,126,在快手，感受东北年味,在快手，感受東北年味,鐵搭子之間的“雙向奔赴”。,2025-01-28 04:33:34,36kr,https://36kr.com/p/3140384964155908,1,0,0,
128,123,工控界“小华为”要分拆“儿子”上市，A拆A遇冷下成功率几何？,工控界“小華為”要分拆“兒子”上市，A拆A遇冷下成功率幾何？,朱興明開啟新徵程。,2025-01-28 04:33:31,36kr,https://36kr.com/p/3139710308826881,1,0,0,
129,119,纵目科技停缴员工社保，CEO唐锐：寻求被并购可能,縱目科技停繳員工社保，CEO唐銳：尋求被併購可能,700多名員工受到影響。,2025-01-28 04:33:29,36kr,https://36kr.com/p/3140438274611970,1,0,0,
130,116,融资超50亿元的小众赛道，卡住器械上游脖子,融資超50億元的小眾賽道，卡住器械上游脖子,動脈網出品,2025-01-28 04:33:27,36kr,https://36kr.com/p/3140231567858178,1,0,0,
131,115,2024剧综招商盘点：金主预算收紧，钱都去哪了？,2024劇綜招商盤點：金主預算收緊，錢都去哪了？,誰是金主最愛？,2025-01-28 04:33:25,36kr,https://36kr.com/p/3139602695077641,1,0,0,
132,113,脑白金“跨界”做咖啡，保健品巨头需要新故事,腦白金“跨界”做咖啡，保健品巨頭需要新故事,腦白金這顆滄海遺珠再次被拾起。,2025-01-28 04:33:23,36kr,https://36kr.com/p/3139045467609864,1,0,0,
133,109,奥克斯IPO：上市前大笔分红超35亿，“价格杀手”光环不再,奧克斯IPO：上市前大筆分紅超35億，“價格殺手”光環不再,上市仍有不確定性。,2025-01-28 04:33:21,36kr,https://36kr.com/p/3139522395806212,1,0,0,
134,106,A股之后再寻港股？东鹏饮料何时唤醒第二增长曲线,A股之後再尋港股？東鵬飲料何時喚醒第二增長曲線,“累了困了 喝東鵬特飲”的口號該換了。,2025-01-28 04:33:18,36kr,https://36kr.com/p/3139458054249220,1,0,0,
135,103,年货不好卖了，年货商家如何紧跟“00后”步伐？,年貨不好賣了，年貨商家如何緊跟“00後”步伐？,年貨市場未來該怎麼做？,2025-01-28 04:33:16,36kr,https://36kr.com/p/3139065443473929,1,0,0,
136,100,2025小游戏“成本最低”增量：上多端/多平台！,2025小遊戲“成本最低”增量：上多端/多平臺！,2025小遊戲“成本最低”增量：上多端/多平臺！,2025-01-28 04:33:14,36kr,https://36kr.com/p/3140227623230212,1,0,0,
137,97,万客来超市一年开遍20省份，线下拼多多崛起？,萬客來超市一年開遍20省份，線下拼多多崛起？,萬客來 PK 潮衣庫，誰是下一個拼多多？,2025-01-28 04:33:12,36kr,https://36kr.com/p/3140231508384521,1,0,0,
138,94,万科董事会主席、总裁、董秘集体辞任，王石回应：国家队出手相助,萬科董事會主席、總裁、董秘集體辭任，王石回應：國家隊出手相助,萬科高管大換血，業績預虧450億。,2025-01-28 04:33:10,36kr,https://36kr.com/p/3140829128055301,1,0,0,
139,90,一周要闻·阿联酋&卡塔尔 | 阿联酋2025年经济增速预计达4％/卡塔尔新立法加大吸引外资力度,一週要聞·阿聯酋&卡塔爾 | 阿聯酋2025年經濟增速預計達4％/卡塔爾新立法加大吸引外資力度,36氪出海持續關注阿聯酋、卡塔爾市場機遇，每週聚焦該地區最值得關注要聞，幫助讀者把握出海商機。,2025-01-28 04:33:07,36kr,https://36kr.com/p/3139352476867332,1,0,0,
140,86,出海速递 | Meta被曝组建4个小组专门研究DeepSeek模型/Perplexity AI再提TikTok合并新方案,出海速遞 | Meta被曝組建4個小組專門研究DeepSeek模型/Perplexity AI再提TikTok合併新方案,查閱更多出海好文章，請移步出海官網 letschuhai.com。,2025-01-28 04:33:05,36kr,https://36kr.com/p/3140776561039880,1,0,0,
0,1494950,DeepSeek，能颠覆AI竞赛规则吗？,DeepSeek，能顛覆AI競賽規則嗎？,一場圍剿與反圍剿正在展開,2025-02-02 19:30:58,36kr,https://36kr.com/p/3147428435925513,1,0,0,
1,1494944,无印良品将在中国推小型低价店；名创优品国内高层换血；蒙牛押注低温高端奶市场丨品牌周报,無印良品將在中國推小型低價店；名創優品國內高層換血；蒙牛押注低溫高端奶市場丨品牌週報,你消費的品牌，你關心的週報。,2025-02-02 19:20:21,36kr,https://36kr.com/p/3149222980213512,1,0,0,
2,1494938,造车新势力激战2025，喜忧写在1月销量榜,造車新勢力激戰2025，喜憂寫在1月銷量榜,造車新勢力的1月，有人喜，有人憂。,2025-02-02 18:28:42,36kr,https://36kr.com/p/3147982401273600,1,0,0,
3,1494924,春节爆赚百万，卖出10万件，小赛道迎来“泼天流量”,春節爆賺百萬，賣出10萬件，小賽道迎來“潑天流量”,千億市場中，一個前景可期的細分賽道。,2025-02-02 17:59:16,36kr,https://36kr.com/p/3148074162854402,1,0,0,
4,1494779,金价又新高背后，四家金矿公司多赚128亿,金價又新高背後，四家金礦公司多賺128億,中新經緯，精英的財經資訊。,2025-02-02 16:29:20,36kr,https://36kr.com/p/3148769795267329,1,0,0,
5,1494691,百亿先生董宇辉的波折与重生,百億先生董宇輝的波折與重生,已是抖音一哥，何時成直播一哥？,2025-02-02 16:09:10,36kr,https://36kr.com/p/3147868139608840,1,0,0,
6,1494689,外媒拆解DeepSeek制胜秘籍，OpenAI CEO终于认错：我们站在了历史错误的一边,外媒拆解DeepSeek制勝祕籍，OpenAI CEO終於認錯：我們站在了歷史錯誤的一邊,楊立昆銳評硅谷有病。,2025-02-02 16:09:06,36kr,https://36kr.com/p/3147635441211909,1,0,0,
7,1494687,羽毛球“后进生”创业：不想赚快钱的球馆老板｜小城创客,羽毛球“後進生”創業：不想賺快錢的球館老闆｜小城創客,“羽毛球塑造了我，讓我的內心越來越強大。我能有今天，都是在球場上拼出來、球館裡站出來的。”,2025-02-02 16:09:03,36kr,https://36kr.com/p/3147924566366977,1,0,0,
8,1494685,代购凶猛，县城劲吹山姆风,代購凶猛，縣城勁吹山姆風,他們掙的可能不只是差價,2025-02-02 16:08:59,36kr,https://36kr.com/p/3147831650074377,1,0,0,
9,1494683,毁誉参半的《封神2》，打了第一部的脸,譭譽參半的《封神2》，打了第一部的臉,得罪粉絲的《封神2》，絆倒在爆火前夜,2025-02-02 16:08:55,36kr,https://36kr.com/p/3147831228324613,1,0,0,
10,1494681,潮汕火了,潮汕火了,城市文旅競賽。,2025-02-02 16:08:52,36kr,https://36kr.com/p/3147763635575553,1,0,0,
11,1494679,中国公司全球化周报 | DeepSeek应用在全球下载量居首/小鹏汽车进军爱尔兰、芬兰，计划未来10年海外销量占比50％,中國公司全球化週報 | DeepSeek應用在全球下載量居首/小鵬汽車進軍愛爾蘭、芬蘭，計劃未來10年海外銷量佔比50％,聚焦中國公司全球化大事、提供世界各地最新創投新聞；36氪出海致力於消除信息差，讓讀者將本週最值得關注的大事件盡收眼底。,2025-02-02 16:08:48,36kr,https://36kr.com/p/3147647199304450,1,0,0,
12,1494677,豆瓣9分，打工人必看神剧回归了,豆瓣9分，打工人必看神劇迴歸了,開年就看“打工人必看神劇”。,2025-02-02 16:08:45,36kr,https://36kr.com/p/3147689284180487,1,0,0,
13,1494675,全国统一的春节零食，没人吃了,全國統一的春節零食，沒人吃了,徐福記不語，只是一味斷糖,2025-02-02 16:08:41,36kr,https://36kr.com/p/3148167676173061,1,0,0,
14,1494673,在上万公里的旅行中，我撞破了楚门的世界,在上萬公里的旅行中，我撞破了楚門的世界,身處浪潮，如何自處,2025-02-02 16:08:38,36kr,https://36kr.com/p/3147542329907973,1,0,0,
15,1494672,24年鼠标行业卷疯了：更轻、更全能、更个性化,24年鼠標行業卷瘋了：更輕、更全能、更個性化,將想象落地，成熟品類也有創新機會。,2025-02-02 16:08:34,36kr,https://36kr.com/p/3149000586067713,1,0,0,
16,1494671,阿西莫夫三定律，还适用于今天的 AI 吗？,阿西莫夫三定律，還適用於今天的 AI 嗎？,藝術只提供提問，不提供答案，後者需要一點點試出來。,2025-02-02 16:08:30,36kr,https://36kr.com/p/3148966476585730,1,0,0,
17,1494670,出口额最高，中国芯片“卖爆”了,出口額最高，中國芯片“賣爆”了,“中國芯”正穩步走向世界。,2025-02-02 16:08:27,36kr,https://36kr.com/p/3147560566217478,1,0,0,
18,1494669,飙涨刷屏，见证历史,飆漲刷屏，見證歷史,每克達846元，春節期間金價再創新高,2025-02-02 16:08:23,36kr,https://36kr.com/p/3149076493326857,1,0,0,
19,1494668,美国对中国商品加征10％关税，人民币汇率会否承压,美國對中國商品加徵10％關稅，人民幣匯率會否承壓,截至1月31日，離岸人民幣兌美元匯率連漲兩週後回落，累跌777點。截至當日收盤，離岸人民幣兌美元匯率報7.3221，失守7.32的點位,2025-02-02 16:08:19,36kr,https://36kr.com/p/3149023159147267,1,0,0,
20,1494667,短剧上“主桌”了，超400部短剧激战春节档，谁是今年的《我在八零年代当后妈》？,短劇上“主桌”了，超400部短劇激戰春節檔，誰是今年的《我在八零年代當後媽》？,這個春節，你看短劇了嗎？,2025-02-02 16:08:16,36kr,https://36kr.com/p/3148962189630216,1,0,0,
21,1494666,索尼盖了一座「Sony Park」，我在里面发现了 Sony 的「精神内核」,索尼蓋了一座「Sony Park」，我在裡面發現了 Sony 的「精神內核」,一個「不務正業」的索尼，那個精神內核卻一直保留著。,2025-02-02 16:08:12,36kr,https://36kr.com/p/3147581721533193,1,0,0,
22,1494665,DeepSeek点燃国产大模型斗志，RAG等核心技术被重估,DeepSeek點燃國產大模型鬥志，RAG等核心技術被重估,2025，中國大模型的提速之年,2025-02-02 16:08:09,36kr,https://36kr.com/p/3147514116594176,1,0,0,
56,1493423,钟睒睒泪洒年会：我们的钱是干净的；lululemon或提前实现125亿美元目标；SK-II重回增长｜品牌周报,鍾睒睒淚灑年會：我們的錢是乾淨的；lululemon或提前實現125億美元目標；SK-II重回增長｜品牌週報,你消費的品牌，你關心的週報。,2025-01-26 19:52:38,36kr,https://36kr.com/p/3139395917912839,1,0,0,
57,1493396,出海周刊130期｜TikTok商家身处“灵薄狱”/出海做得好的企业有哪些共识与反共识？,出海週刊130期｜TikTok商家身處“靈薄獄”/出海做得好的企業有哪些共識與反共識？,本週出海週刊的熱點主要集中在新任總統就職後，TikTok在美的命運會如何變化，以及生態中的企業如何應對。除此之外，也有一些來自中東、東南亞、非洲等市場的階段性盤點和觀察，智能硬件、智能駕駛等出海玩家的經驗和思考。,2025-01-26 19:12:27,36kr,https://36kr.com/p/3137674785053442,1,0,0,
58,1493366,2025品牌增长第一枪，在新品战场打响,2025品牌增長第一槍，在新品戰場打響,品牌增長，有了「新」邏輯,2025-01-26 18:30:54,36kr,https://36kr.com/p/3128392706430981,1,0,0,
59,1493354,2025短剧春节档混战，谁能突围？,2025短劇春節檔混戰，誰能突圍？,再添一把火。,2025-01-26 18:20:12,36kr,https://36kr.com/p/3137503482789640,1,0,0,
60,1493295,巨头环伺，精酿啤酒能跑出一匹上市黑马？,巨頭環伺，精釀啤酒能跑出一匹上市黑馬？,平價模式的勝利,2025-01-26 17:37:05,36kr,https://36kr.com/p/3135471715778308,1,0,0,
61,1493273,泰国跌倒，版纳吃饱,泰國跌倒，版納吃飽,第一波春節遊的人，已經在路上了。,2025-01-26 17:06:33,36kr,https://36kr.com/p/3138833494333955,1,0,0,
62,1493233,一次性内窥镜，国产已有单品销售破亿！,一次性內窺鏡，國產已有單品銷售破億！,動脈網出品,2025-01-26 16:05:49,36kr,https://36kr.com/p/3138815150824193,1,0,0,
63,1493216,中免24年净利下降36.5％，免税购物不再受欢迎了？,中免24年淨利下降36.5％，免稅購物不再受歡迎了？,中免24年淨利下降36.5%，免稅購物不再受歡迎了？,2025-01-26 15:35:30,36kr,https://36kr.com/p/3137764464787208,1,0,0,
64,1493209,这是激进投资AI的锦秋基金，从硅谷带回的二十五条关键认知,這是激進投資AI的錦秋基金，從硅谷帶回的二十五條關鍵認知,一些來自硅谷的AI趨勢判斷。,2025-01-26 15:26:03,36kr,https://36kr.com/p/3139177221331714,1,0,0,
65,1493167,​美股上市，亚盛医药“三箭齐发”,​美股上市，亞盛醫藥“三箭齊發”,為“雄心”佈局,2025-01-26 14:47:08,36kr,https://36kr.com/p/3138193266793217,1,0,0,
66,1493151,开发无动物来源3D支架并实现高批次一致性生产，它创新细胞培养解决方案,開發無動物來源3D支架並實現高批次一致性生產，它創新細胞培養解決方案,動脈網出品,2025-01-26 14:36:52,36kr,https://36kr.com/p/3138815246260740,1,0,0,
67,1493115,国补落地，二手机崩盘,國補落地，二手機崩盤,二手機行業面臨前所未有的壓力。,2025-01-26 13:31:18,36kr,https://36kr.com/p/3137515669150472,1,0,0,
68,1493089,斗鱼，添了一位新CEO,鬥魚，添了一位新CEO,臨時管理委員會解散，任思敏走到臺前,2025-01-26 13:03:52,36kr,https://36kr.com/p/3137553890482953,1,0,0,
69,1493061,海底捞、麦当劳们“整活”，为什么这么讨人喜欢？,海底撈、麥當勞們“整活”，為什麼這麼討人喜歡？,為顧客提供更多價值、讓顧客更少付出成本。,2025-01-26 12:35:17,36kr,https://36kr.com/p/3137573728206594,1,0,0,
70,1493007,泡泡玛特急需开光师,泡泡瑪特急需開光師,新飾品沒人求代購了。,2025-01-26 12:06:51,36kr,https://36kr.com/p/3137702150855169,1,0,0,
71,1492959,小杨哥复出又停播，还有多少人在意？,小楊哥復出又停播，還有多少人在意？,即便小楊哥再羨慕薇婭，眼下他仍無法擺脫超級主播的“魔咒”。,2025-01-26 11:16:28,36kr,https://36kr.com/p/3138812398574085,1,0,0,
72,1492942,从爱马仕柏金包到沃尔玛Wirkin：2025奢侈品新面貌,從愛馬仕柏金包到沃爾瑪Wirkin：2025奢侈品新面貌,從愛馬仕柏金包到沃爾瑪Wirkin：2025奢侈品新面貌,2025-01-26 11:06:27,36kr,https://36kr.com/p/3137817944562178,1,0,0,
73,1492923,中产「过年三件套」，让理发小哥月入10万？,中產「過年三件套」，讓理髮小哥月入10萬？,“2周賺大錢，年後就提車！”,2025-01-26 10:57:31,36kr,https://36kr.com/p/3138911812721157,1,0,0,
74,1492893,“轻断亲”的年轻人，选择回乡不回家,“輕斷親”的年輕人，選擇回鄉不回家,回鄉住酒店找到另一種平衡,2025-01-26 10:27:43,36kr,https://36kr.com/p/3138882149138183,1,0,0,
75,1492892,只招1％的天才，这家中国公司让硅谷难安,只招1％的天才，這家中國公司讓硅谷難安,在剛剛成立的一年多時間裡，DeepSeek一直不聲不響，V2模型的發佈成為其破圈的關鍵。由於模型結構層面的突破性創新，使得其將模型成本大大降低，也被業內戲稱為AI屆拼多多。這之後，DeepSeek也真正引發了硅谷的恐慌，OpenAI正迎來一個最強勁的對手。,2025-01-26 10:27:38,36kr,https://36kr.com/p/3138880574832385,1,0,0,
76,1492854,8点1氪｜发布小米极氪对撞视频博主被抓；韩国破获继N号房后最大规模网络性剥削案；霸王茶姬因“春节”翻译不当发文致歉,8點1氪｜發佈小米極氪對撞視頻博主被抓；韓國破獲繼N號房後最大規模網絡性剝削案；霸王茶姬因“春節”翻譯不當發文致歉,1月25日，小米法務部發文稱，近日涉嫌惡意抹黑小米汽車商業信譽、商品聲譽的某平臺博主及其同夥多人，已被依法緝拿歸案。,2025-01-26 09:27:57,36kr,https://36kr.com/p/3138831580257024,1,0,0,
77,1492839,一单16万、时薪2000元，有人靠这个上门生意月入百万,一單16萬、時薪2000元，有人靠這個上門生意月入百萬,一門小眾生意，在春節前賺爆了。,2025-01-26 09:07:35,36kr,https://36kr.com/p/3137516423354888,1,0,0,
78,1492838,为什么聪明人无法影响决策者：向高层做技术汇报的技巧,為什麼聰明人無法影響決策者：向高層做技術彙報的技巧,清晰不僅僅跟正確有關——這還是被理解的關鍵,2025-01-26 09:07:30,36kr,https://36kr.com/p/3113520574696964,1,0,0,
79,1492594,年报预亏45亿-52亿！由盈转亏的晶澳科技怎么了？,年報預虧45億-52億！由盈轉虧的晶澳科技怎麼了？,如何穿越週期的寒冬，仍然是擺在晶澳科技和靳保芳這位邢臺富豪面前的一道難題。,2025-01-25 20:40:10,36kr,https://36kr.com/p/3137899938987778,1,0,0,
80,1492593,24家光伏企业预亏超286亿,24家光伏企業預虧超286億,2024年，光伏行業仍未走出週期，24家企業合計預虧超286億。,2025-01-25 20:40:05,36kr,https://36kr.com/p/3137885712842497,1,0,0,
81,1492584,折叠屏手机到东北，纷纷变成雪糕脆皮了,摺疊屏手機到東北，紛紛變成雪糕脆皮了,說明書上的適宜工作溫度，怎麼比宣傳片裡的更高呢？,2025-01-25 20:20:50,36kr,https://36kr.com/p/3137945188784646,1,0,0,
82,1492539,红杉中国，刚刚完成一笔大并购,紅杉中國，剛剛完成一筆大併購,風向標。,2025-01-25 18:38:33,36kr,https://36kr.com/p/3137622517701124,1,0,0,
83,1492392,哈工大校友组团创业，思哲睿货币资金剩2.3亿能撑多久？,哈工大校友組團創業，思哲睿貨幣資金剩2.3億能撐多久？,三年虧損3.7億。,2025-01-25 15:41:43,36kr,https://36kr.com/p/3137465992101383,1,0,0,
84,1492372,中国品牌已经过了寻求认同的年纪,中國品牌已經過了尋求認同的年紀,關關難過，關關過,2025-01-25 15:10:56,36kr,https://36kr.com/p/3137423937289730,1,0,0,
85,1492353,一个农村娃在北京逛完万客来后想家了,一個農村娃在北京逛完萬客來後想家了,農村和城市，誰洋誰土？,2025-01-25 14:47:24,36kr,https://36kr.com/p/3137506266176004,1,0,0,
86,1492342,一个座位超千元，你愿意带宠物一起坐飞机吗？,一個座位超千元，你願意帶寵物一起坐飛機嗎？,2024年城鎮（犬貓）消費市場規模增長7.5%，達到3002億元。,2025-01-25 14:27:43,36kr,https://36kr.com/p/3137492235328258,1,0,0,
87,1492336,加班相亲走亲戚，我在游戏里学当中国人,加班相親走親戚，我在遊戲裡學當中國人,中國式生活，怎麼為遊戲提供瞭如此多的話題和靈感？,2025-01-25 14:09:55,36kr,https://36kr.com/p/3137457833908737,1,0,0,
88,1492319,和参展CES十次的涂鸦智能CMO聊：怎么把“绿色”卖出海？| 对话100位大公司ESG先锋,和參展CES十次的塗鴉智能CMO聊：怎麼把“綠色”賣出海？| 對話100位大公司ESG先鋒,本期為《對話100位大公司ESG先鋒》系列第一篇，我們會找100位在大公司從事綠色、可持續、ESG相關業務的關鍵決策者，聊聊他們的“術”與“道”。,2025-01-25 13:41:07,36kr,https://36kr.com/p/3137664089463300,1,0,0,
89,1492311,中国公司全球化周报 | 中国短剧出海，美国贡献六成收入/宁德时代：今年有望公布新的欧洲合资工厂项目,中國公司全球化週報 | 中國短劇出海，美國貢獻六成收入/寧德時代：今年有望公佈新的歐洲合資工廠項目,聚焦中國公司全球化大事、提供世界各地最新創投新聞；36氪出海致力於消除信息差，讓讀者將本週最值得關注的大事件盡收眼底。,2025-01-25 13:31:51,36kr,https://36kr.com/p/3137462957873924,1,0,0,
90,1492310,联影的又一次豪赌,聯影的又一次豪賭,動脈網出品,2025-01-25 13:31:44,36kr,https://36kr.com/p/3137398589643269,1,0,0,
91,1492281,中国公司全球化周报 | 上汽、吉利、比亚迪起诉欧盟委员会/中国短剧出海，美国贡献六成收入,中國公司全球化週報 | 上汽、吉利、比亞迪起訴歐盟委員會/中國短劇出海，美國貢獻六成收入,聚焦中國公司全球化大事、提供世界各地最新創投新聞；36氪出海致力於消除信息差，讓讀者將本週最值得關注的大事件盡收眼底。,2025-01-25 13:02:00,36kr,https://36kr.com/p/3137462957873924,1,0,0,
92,1492279,不愿被收购，Biotech拿起了法律武器,不願被收購，Biotech拿起了法律武器,獨立還是不獨立,2025-01-25 13:01:55,36kr,https://36kr.com/p/3136691211459330,1,0,0,
93,1492263,水果价格“崩盘”？,水果價格“崩盤”？,降價措施並未真正盤活市場，反而暴露了更深層次的結構性問題。​,2025-01-25 12:44:13,36kr,https://36kr.com/p/3136753328872192,1,0,0,
94,1492245,第一批回家的年轻人，正忙着团购过年,第一批迴家的年輕人，正忙著團購過年,假期玩樂如何省錢？,2025-01-25 12:26:19,36kr,https://36kr.com/p/3136693854732037,1,0,0,
95,1492244,9家消费公司拿到新钱；库迪咖啡“店中店”暂停招商；抖音开始帮餐饮商家卖储值卡｜创投大视野,9家消費公司拿到新錢；庫迪咖啡“店中店”暫停招商；抖音開始幫餐飲商家賣儲值卡｜創投大視野,離你更近的消費創投一線。,2025-01-25 12:26:14,36kr,https://36kr.com/p/3136359374100993,1,0,0,
96,1492226,金价创14年最大涨幅，中国黄金储备再创历史新高,金價創14年最大漲幅，中國黃金儲備再創歷史新高,在美聯儲降息和地緣政治加劇背景下，投資者和全球多國央行紛紛湧入黃金市場，進而推高金價。但硬幣的另一面是，高金價抑制消費。整個2024年，中國黃金消費量同比下降近10%,2025-01-25 12:06:36,36kr,https://36kr.com/p/3136758880147972,1,0,0,
97,1492195,2025保险展望➂：车险新“三变”,2025保險展望➂：車險新“三變”,作為財險業基本盤的車險，結構、渠道和市場格局均在發生變化。新能源商業車險的保費收入增速已遠超全行業車險整體保費的同比增速,2025-01-25 11:47:32,36kr,https://36kr.com/p/3136758966065664,1,0,0,
98,1492175,白牌，没有韩束们的命？,白牌，沒有韓束們的命？,翻紅容易，難的是長紅！白牌難在能否“漂白”上桌和如何持續留在牌桌上。,2025-01-25 11:26:40,36kr,https://36kr.com/p/3136718688786949,1,0,0,
99,1492160,优衣库多久没有新的科技爆款了？,優衣庫多久沒有新的科技爆款了？,HEATECH的誕生已經是20多年前的事。,2025-01-25 11:16:13,36kr,https://36kr.com/p/3133443722681088,1,0,0,
