,ID,Title,Trans_Title,Content,Time,Source,Link,Want,has_read,read_later,tags
100,1492134,阿里、小红书b站争夺“独家”，春晚十年“冠名”折射巨头变迁？,阿里、小紅書b站爭奪“獨家”，春晚十年“冠名”折射巨頭變遷？,有些東西變了，但有些東西一直未變,2025-01-25 10:46:48,36kr,https://36kr.com/p/3136775192369671,1,0,0,
101,1492125,「今科机床」获工业母机产业投资基金5000万A轮融资，加速高端复合五轴机床国产化 | 36氪首发,「今科機床」獲工業母機產業投資基金5000萬A輪融資，加速高端複合五軸機床國產化 | 36氪首發,專注於高端複合五軸機床的研發與製造，產品廣泛應用於航空航天、汽車、新能源等領域。,2025-01-25 10:38:09,36kr,https://36kr.com/p/3136686338677257,1,0,0,
102,1492119,全世界最爽的工作福利，什么时候卷到亚洲,全世界最爽的工作福利，什麼時候捲到亞洲,與刻板印象相悖的一點是——從某種程度上，四日工作制算是一種“降本增效”的手段。,2025-01-25 10:27:55,36kr,https://36kr.com/p/3136765055113728,1,0,0,
103,1492118,月入几万，敢穿鄂尔多斯「返乡」？,月入幾萬，敢穿鄂爾多斯「返鄉」？,體面，需要用盡全力,2025-01-25 10:27:50,36kr,https://36kr.com/p/3137456479820552,1,0,0,
104,1492093,AI同事来了，我开始失业倒计时？,AI同事來了，我開始失業倒計時？,能幹活的AI代理Operator來了。,2025-01-25 10:17:41,36kr,https://36kr.com/p/3136708018149890,1,0,0,
105,1492087,AI霸屏的第二年，硅谷大佬们都Pick哪些AI产品？,AI霸屏的第二年，硅谷大佬們都Pick哪些AI產品？,全網最“主觀”的AI產品榜單。,2025-01-25 10:07:05,36kr,https://36kr.com/p/3136808365955588,1,0,0,
106,1492075,9点1氪｜韩国棋院称会把奖金汇入柯洁账户；12306客服回应春运现三折火车票；网易云音乐或将下架SM娱乐版权歌曲,9點1氪｜韓國棋院稱會把獎金匯入柯潔賬戶；12306客服迴應春運現三折火車票；網易雲音樂或將下架SM娛樂版權歌曲,​卞相壹稱裁判判罰時才知道新規，認為該規則沒必要與勝負無關。,2025-01-25 09:56:28,36kr,https://36kr.com/p/3137442040912641,1,0,0,
107,1492068,元气森林唐彬森发内部信：要“日拱一卒”，不再走捷径,元氣森林唐彬森發內部信：要“日拱一卒”，不再走捷徑,元氣森林的第9年。,2025-01-25 09:35:11,36kr,https://36kr.com/p/3136709948086784,1,0,0,
108,1492048,一部由AI制作的电影即将上映,一部由AI製作的電影即將上映,讓人工智能實現你的“導演夢”。,2025-01-25 09:04:55,36kr,https://36kr.com/p/3122630931585026,1,0,0,
109,1491890,特斯拉在北美和欧洲正式推出焕新版Model Y，现代和通用将会合作在美电动车业务｜海外日报,特斯拉在北美和歐洲正式推出煥新版Model Y，現代和通用將會合作在美電動車業務｜海外日報,1 月 24 日 EV Focus 海外日報,2025-01-25 00:28:32,36kr,https://36kr.com/p/3136298448345600,1,0,0,
110,1491723,奔驰快被逼疯了：“我不是杂牌”,奔馳快被逼瘋了：“我不是雜牌”,認真已經輸了,2025-01-24 21:37:59,36kr,https://36kr.com/p/3136547544071681,1,0,0,
111,1491722,2024年的这些手机和相关技术，更值得关注,2024年的這些手機和相關技術，更值得關注,剛剛過去的2024年，我們迎來了比過去更精彩的新產品和新技術。,2025-01-24 21:37:54,36kr,https://36kr.com/p/3136632095480321,1,0,0,
112,1491706,突发：比亚迪吉利上汽起诉欧盟，反对强加关税,突發：比亞迪吉利上汽起訴歐盟，反對強加關稅,中國車企出口歐洲，歐盟坐不住了。,2025-01-24 21:29:10,36kr,https://36kr.com/p/3136679291869702,1,0,0,
113,1491705,突发：上海杀出未来独角兽：一把融资10亿,突發：上海殺出未來獨角獸：一把融資10億,碳化硅賽道，火了。,2025-01-24 21:29:05,36kr,https://36kr.com/p/3136674893945351,1,0,0,
114,1491704,密切跟进OpenAI，国产o1类推理模型陆续登场,密切跟進OpenAI，國產o1類推理模型陸續登場,從去年9月OpenAI以o1模型變革模型訓練範式之後，各家大模型公司開始兌現當時的行業預期，形成了一定規模的國產o1類模型跟進潮。,2025-01-24 21:29:00,36kr,https://36kr.com/p/3136662760626695,1,0,0,
115,1491703,不做“潮玩第三股”，52TOYS要成为“玩具收藏第一品牌”？,不做“潮玩第三股”，52TOYS要成為“玩具收藏第一品牌”？,不做“潮玩第三股”，52TOYS要成為“玩具收藏第一品牌”？,2025-01-24 21:28:56,36kr,https://36kr.com/p/3136660400815619,1,0,0,
116,1491702,这届年轻人爱上硬件整活：电池跟弹夹一样换，饭卡也能当手机,這屆年輕人愛上硬件整活：電池跟彈夾一樣換，飯卡也能當手機,可遠觀，不可褻玩。,2025-01-24 21:28:50,36kr,https://36kr.com/p/3136643056352776,1,0,0,
117,1491701,半数以上美国企业2025年将增加在华投资,半數以上美國企業2025年將增加在華投資,87%的受訪企業認為積極的雙邊關係對其在華業務極其或非常重要,2025-01-24 21:28:46,36kr,https://36kr.com/p/3136639224142340,1,0,0,
118,1491692,为什么长剧、短剧都在角逐春节档？,為什麼長劇、短劇都在角逐春節檔？,四天預售破四億，“神仙打架”的2025電影春節檔正在破掉一個個歷史記錄。,2025-01-24 21:15:44,36kr,https://36kr.com/p/3136364567068164,1,0,0,
119,1491691,百度的救命稻草，写在文库里,百度的救命稻草，寫在文庫裡,多年的媳婦熬成了婆,2025-01-24 21:15:40,36kr,https://36kr.com/p/3136537472703233,1,0,0,
120,1491668,请回答2025：35位大模型创业者一致看好智能体爆发,請回答2025：35位大模型創業者一致看好智能體爆發,Make things happen.,2025-01-24 21:00:13,36kr,https://36kr.com/p/3136535740603142,1,0,0,
121,1491667,"`左手卖，右手买`,法国物联网企业Sequans押注RedCap是场豪赌么?","`左手賣，右手買`,法國物聯網企業Sequans押注RedCap是場豪賭麼?",法國物聯網企業Sequans逐漸在5G RedCap投下重注，這究竟是一次高瞻遠矚的戰略決策，還是一場下定決心的豪賭？,2025-01-24 21:00:09,36kr,https://36kr.com/p/3136514663406080,1,0,0,
122,1491666,新款Model Y保留转向灯拨杆，特斯拉终于不再执迷伪创新了,新款Model Y保留轉向燈撥杆，特斯拉終於不再執迷偽創新了,要想贏得消費者，車企不能為了創新而創新。,2025-01-24 21:00:04,36kr,https://36kr.com/p/3136502139780612,1,0,0,
123,1491665,36氪出海·中东｜卡塔尔网络安全市场快速增长，预计到2025年收入将突破1.43亿美元,36氪出海·中東｜卡塔爾網絡安全市場快速增長，預計到2025年收入將突破1.43億美元,全球數據分析機構Statista發佈最新預測報告顯示，預計2025年 卡塔爾網絡安全市場規模將達到1.43億美元。在各細分領域中，安全服務佔據主導地位，預計年收入將達7990萬美元。,2025-01-24 20:59:59,36kr,https://36kr.com/p/3136387633355520,1,0,0,
124,1491664,国际视野，本地立足，快手海外Kwai商业进化之路的上下求索,國際視野，本地立足，快手海外Kwai商業進化之路的上下求索,在“你方唱罷我登場”的出海大舞臺上，Kwai迎來了它的聚光燈時刻。,2025-01-24 20:59:55,36kr,https://36kr.com/p/3136678126885385,1,0,0,
125,1491663,出海速递 | 全球117家公司激战消费级AI硬件市场，七成为中国公司/TikTok股东：不出售公司的前提下存在多种解决方案,出海速遞 | 全球117家公司激戰消費級AI硬件市場，七成為中國公司/TikTok股東：不出售公司的前提下存在多種解決方案,查閱更多出海好文章，請移步出海官網 letschuhai.com。,2025-01-24 20:59:50,36kr,https://36kr.com/p/3136560695450120,1,0,0,
126,1491662,微博之夜被拆台，抛开娱乐名场面，微博还剩什么？,微博之夜被拆臺，拋開娛樂名場面，微博還剩什麼？,還能走多遠,2025-01-24 20:59:45,36kr,https://36kr.com/p/3136366226505224,1,0,0,
127,1491655,独立游戏发行商，在算法规则里艰难求生,獨立遊戲發行商，在算法規則裡艱難求生,遊戲品質與流量衰退，是行業普遍面臨的焦慮點。,2025-01-24 20:50:49,36kr,https://36kr.com/p/3136540348930560,1,0,0,
128,1491654,满帮集团三大槽点：贷款利率高、抽佣比例高、会员费未明,滿幫集團三大槽點：貸款利率高、抽傭比例高、會員費未明,盈利方式引發市場的廣泛討論和質疑。,2025-01-24 20:50:45,36kr,https://36kr.com/p/3136537986301443,1,0,0,
129,1491653,魏建军不服输,魏建軍不服輸,當老江湖遇上新問題,2025-01-24 20:50:40,36kr,https://36kr.com/p/3136537902455296,1,0,0,
130,1491644,成为“中国版优衣库”，森马还差几个美邦？,成為“中國版優衣庫”，森馬還差幾個美邦？,家庭場景，會是森馬的解藥嗎？,2025-01-24 20:41:14,36kr,https://36kr.com/p/3136632199518983,1,0,0,
131,1491642,寻路2025：关停并转潮涌，汽车业洗牌到几时？,尋路2025：關停並轉潮湧，汽車業洗牌到幾時？,2025年會有更多洗牌。主動的關停並轉一定程度上是紅利，日產本田如此，吉利也如此,2025-01-24 20:41:04,36kr,https://36kr.com/p/3136631840135680,1,0,0,
132,1491639,威马汽车要“复活”了？重整草案曝光，计划今年复工复产，谁接的盘？,威馬汽車要“復活”了？重整草案曝光，計劃今年復工復產，誰接的盤？,威馬重整，深圳翔飛意願投資。,2025-01-24 20:40:57,36kr,https://36kr.com/p/3136631767800328,1,0,0,
133,1491632,加密资产到底帮特朗普赚了多少钱？,加密資產到底幫特朗普賺了多少錢？,特朗普通過加密貨幣業務獲取流動資產。,2025-01-24 20:31:43,36kr,https://36kr.com/p/3136550147742215,1,0,0,
134,1491631,裁员伴随缺人，半导体人才的悖论,裁員伴隨缺人，半導體人才的悖論,缺的是人才。,2025-01-24 20:31:34,36kr,https://36kr.com/p/3136543215672064,1,0,0,
135,1491630,春节租车火爆，小米SU7、Model Y等车型受热捧，仰望U8日均租金有商家报价6000元,春節租車火爆，小米SU7、Model Y等車型受熱捧，仰望U8日均租金有商家報價6000元,這個春節，租車市場一片火熱，豪車普遍 10天起租。,2025-01-24 20:31:25,36kr,https://36kr.com/p/3136520121833992,1,0,0,
136,1491629,Callkit爆发，iOS与鸿蒙双双支持，但微信才是关键先生,Callkit爆發，iOS與鴻蒙雙雙支持，但微信才是關鍵先生,現象級應用少了，現象級功能多了。,2025-01-24 20:31:18,36kr,https://36kr.com/p/3136500893384454,1,0,0,
137,1491628,经济十强省排位赛：广东霸榜首36年，上海反超湖南晋级前十,經濟十強省排位賽：廣東霸榜首36年，上海反超湖南晉級前十,經濟大省挑大樑,2025-01-24 20:31:10,36kr,https://36kr.com/p/3136520041191938,1,0,0,
138,1491627,发疯、依靠、怀旧.....海飞丝、香飘飘、东阿阿胶踩中了哪一种情绪风口？,發瘋、依靠、懷舊.....海飛絲、香飄飄、東阿阿膠踩中了哪一種情緒風口？,品牌通過情感營銷，迎合年輕消費者需求。,2025-01-24 20:31:03,36kr,https://36kr.com/p/3136639391422978,1,0,0,
139,1491625,2024年的PC市场，不乏值得关注的产品,2024年的PC市場，不乏值得關注的產品,2024年可能是最近兩年，PC市場變化最大、值得關注新品最多的時期。,2025-01-24 20:30:54,36kr,https://36kr.com/p/3136632575023624,1,0,0,
140,1491604,薇娅想念舞台了,薇婭想念舞臺了,現在的薇婭，可能是她當紅時期待的樣子,2025-01-24 20:09:37,36kr,https://36kr.com/p/3136591850199813,1,0,0,
141,1491603,魔幻省钱的年轻人，在玩一种很新的极限运动,魔幻省錢的年輕人，在玩一種很新的極限運動,沒苦硬吃，沒錢硬賺,2025-01-24 20:09:31,36kr,https://36kr.com/p/3136578888801032,1,0,0,
142,1491602,碧桂园重生，杨老板过年前收到好消息,碧桂園重生，楊老闆過年前收到好消息,不做第二個許家印。,2025-01-24 20:09:23,36kr,https://36kr.com/p/3136561597464067,1,0,0,
143,1491578,国产手机狂卷新春水印：暗藏营销“心机”，第二品牌LOGO,國產手機狂卷新春水印：暗藏營銷“心機”，第二品牌LOGO,起於華為，興於小米。,2025-01-24 19:52:14,36kr,https://36kr.com/p/3136505222561280,1,0,0,
144,1491576,31省份人均收入账单出炉：8省份跑赢国家线，广东加入“5万元俱乐部”,31省份人均收入賬單出爐：8省份跑贏國家線，廣東加入“5萬元俱樂部”,上海、北京繼續領跑，西藏增速第一,2025-01-24 19:52:09,36kr,https://36kr.com/p/3136519984486913,1,0,0,
145,1491574,银行股权“冰火两重天”：上市银行股价持续火热，超百家中小银行股权无人问津,銀行股權“冰火兩重天”：上市銀行股價持續火熱，超百家中小銀行股權無人問津,邯鄲銀行股權三次拍賣均流拍。,2025-01-24 19:52:05,36kr,https://36kr.com/p/3136300435692039,1,0,0,
146,1491535,从消费热潮到生意热销，抖音商城年货节「开门即红」,從消費熱潮到生意熱銷，抖音商城年貨節「開門即紅」,優質內容激發搜索消費。,2025-01-24 19:24:36,36kr,https://36kr.com/p/3136577490017026,1,0,0,
147,1491508,SM娱乐单方面通知网易云不续约，数百万用户或成Kpop难民,SM娛樂單方面通知網易雲不續約，數百萬用戶或成Kpop難民,K-pop歌迷想過個好年，怎麼就這麼難？,2025-01-24 19:08:57,36kr,https://36kr.com/p/3136443626150405,1,0,0,
148,1491481,谷歌收购HTC Vive研发团队，直指Meta和苹果，欲在XR领域下一盘大棋,谷歌收購HTC Vive研發團隊，直指Meta和蘋果，欲在XR領域下一盤大棋,Meta和蘋果要小心了,2025-01-24 18:55:33,36kr,https://36kr.com/p/3136319951879688,1,0,0,
149,1491480,颠覆LLM格局，AI2新模型OLMo2，训练过程全公开，数据架构双升级,顛覆LLM格局，AI2新模型OLMo2，訓練過程全公開，數據架構雙升級,AI2推出高效全開源模型OLMo 2，性能優越。,2025-01-24 18:55:29,36kr,https://36kr.com/p/3136392982518272,1,0,0,
150,1491479,老板跟剧长较上劲了,老闆跟劇長較上勁了,老闆亮了，社畜慌了，粉絲急了。,2025-01-24 18:55:24,36kr,https://36kr.com/p/3136268576873217,1,0,0,
151,1491456,vivo胡柏山：AI对于用户体验短期提升不大，影像还是最大卖点 | 36氪专访,vivo胡柏山：AI對於用戶體驗短期提升不大，影像還是最大賣點 | 36氪專訪,“PhoneGPT的用戶需求已經產生，但估計沒有五年以上時間，還達不到一個讓人滿意的體驗。”,2025-01-24 18:46:16,36kr,https://36kr.com/p/3136081894513157,1,0,0,
152,1491455,氪星晚报｜美团外卖上线“春节送礼” ，可微信群发外卖礼包；小米汽车召回共计30931台SU7标准版电动汽车；HTC将部分XR业务出售给谷歌,氪星晚報｜美團外賣上線“春節送禮” ，可微信群發外賣禮包；小米汽車召回共計30931臺SU7標準版電動汽車；HTC將部分XR業務出售給谷歌,特朗普最新表態稱“寧願不對華加徵關稅” 中方已多次表明立場,2025-01-24 18:46:11,36kr,https://36kr.com/p/3136538097310466,1,0,0,
153,1491454,2025消费趋势：解读功效主义，品牌如何应对新消费需求,2025消費趨勢：解讀功效主義，品牌如何應對新消費需求,2025消費趨勢：解讀功效主義，品牌如何應對新消費需求,2025-01-24 18:46:06,36kr,https://36kr.com/p/3136430397636103,1,0,0,
154,1491453,三星Exynos芯片，被“嫌弃”的一生,三星Exynos芯片，被“嫌棄”的一生,內憂外患，難翻身。,2025-01-24 18:46:01,36kr,https://36kr.com/p/3136535478672136,1,0,0,
155,1491452,星巴克中国“女掌门人”交接,星巴克中國“女掌門人”交接,王靜瑛卸任星巴克中國CEO，劉文娟接任。,2025-01-24 18:45:56,36kr,https://36kr.com/p/3136535443462661,1,0,0,
156,1491451,微软的Hyperlight WebAssembly，虚拟机现已开源,微軟的Hyperlight WebAssembly，虛擬機現已開源,Hyperlight 是一個 Rust 庫，意在幫助開發者利用基於內核的虛擬機（KVM）或微軟原生的 Hyper-V 運行不受信任的代碼，而無需加載完整的操作系統。,2025-01-24 18:45:52,36kr,https://36kr.com/p/3136535146240771,1,0,0,
157,1491405,等待风暴：Tiktok禁令生效前的11个月,等待風暴：Tiktok禁令生效前的11個月,「Every storm runs out of rain.」,2025-01-24 18:22:22,36kr,https://36kr.com/p/3136446776475143,1,0,0,
158,1491404,单方面通知网易云不续约，大量用户已向监管部门举报SM娱乐“二选一”？,單方面通知網易雲不續約，大量用戶已向監管部門舉報SM娛樂“二選一”？,K-pop歌迷想過個好年，怎麼就這麼難？,2025-01-24 18:22:17,36kr,https://36kr.com/p/3136443626150405,1,0,0,
159,1491403,AI时代，年轻人的思维正在悄悄 “退化”？,AI時代，年輕人的思維正在悄悄 “退化”？,AI時代，年輕人的思維正在悄悄 “退化”？,2025-01-24 18:22:12,36kr,https://36kr.com/p/3136221053754118,1,0,0,
160,1491402,利润下滑35％，“快餐坪效王” 南城香怎么了？,利潤下滑35％，“快餐坪效王” 南城香怎麼了？,變革之年。,2025-01-24 18:22:07,36kr,https://36kr.com/p/3136102942080772,1,0,0,
161,1491376,智谱管理层变动：前Midjourney亚洲副总裁加入，首席战略官离职｜36氪独家,智譜管理層變動：前Midjourney亞洲副總裁加入，首席戰略官離職｜36氪獨家,智譜正在計劃引入一批年輕中高層，組成產品和商業化的中堅力量。,2025-01-24 18:10:22,36kr,https://36kr.com/p/3136299852356354,1,0,0,
162,1491375,敌人的敌人就是朋友，所以抖音和支付宝一起发红包了,敵人的敵人就是朋友，所以抖音和支付寶一起發紅包了,一代人有一代人的“雞蛋”要領。,2025-01-24 18:10:18,36kr,https://36kr.com/p/3136459084831490,1,0,0,
163,1491374,去理发店洗头，竟然有中风的风险？,去理髮店洗頭，竟然有中風的風險？,美容院中風綜合徵，值得了解一下。,2025-01-24 18:10:13,36kr,https://36kr.com/p/3136452953021184,1,0,0,
164,1491373,浙商首富要办大学，投资400亿,浙商首富要辦大學，投資400億,“辦一所中國沒有的大學。”,2025-01-24 18:10:08,36kr,https://36kr.com/p/3136451147169286,1,0,0,
165,1491321,OpenAI 首席产品官：2027 年 AI 会超越人类，也可能不用这么久,OpenAI 首席產品官：2027 年 AI 會超越人類，也可能不用這麼久,Sam 是我見過的最優秀的人,2025-01-24 17:54:28,36kr,https://36kr.com/p/3136430290344450,1,0,0,
166,1491320,哈尔滨热度赶超北上广，冰雪旅游都在玩什么？,哈爾濱熱度趕超北上廣，冰雪旅遊都在玩什麼？,“錯峰出行”“來都來了”“滴滴代滑”成了這一屆冰雪旅遊的行動指南,2025-01-24 17:54:23,36kr,https://36kr.com/p/3136376466725376,1,0,0,
167,1491319,年赚千万，谁在为AI输入法掏钱？,年賺千萬，誰在為AI輸入法掏錢？,男性付費用戶超9成,2025-01-24 17:54:19,36kr,https://36kr.com/p/3136364155247361,1,0,0,
168,1491318,六大维度，LLM「问题生成」首次正面PK人类，伯克利等发布最新研究,六大維度，LLM「問題生成」首次正面PK人類，伯克利等發佈最新研究,LLMs生成問題傾向長答案，均衡關注上下文。,2025-01-24 17:54:14,36kr,https://36kr.com/p/3136393100777986,1,0,0,
169,1491317,一年102亿，“黑料”越多，董宇辉带货越猛,一年102億，“黑料”越多，董宇輝帶貨越猛,自立門戶後，董宇輝怎麼樣了？,2025-01-24 17:54:10,36kr,https://36kr.com/p/3136353961630213,1,0,0,
170,1491316,回看“洋抖难民”狂欢，80、90、00后会想到什么,回看“洋抖難民”狂歡，80、90、00後會想到什麼,這事發展到現在，留下了什麼,2025-01-24 17:54:05,36kr,https://36kr.com/p/3136340955732738,1,0,0,
171,1491300,机器人通用大脑已投入产业化，「千诀科技」连续完成天使+和天使++轮融资 | 36氪首发,機器人通用大腦已投入產業化，「千訣科技」連續完成天使+和天使++輪融資 | 36氪首發,千訣的大模型已經在多個場景實現了落地，並與多家互聯網巨頭、3C巨頭客戶展開了合作。,2025-01-24 17:44:42,36kr,https://36kr.com/p/3136068103395845,1,0,0,
172,1491299,迪士尼邮轮，要抢自家乐园的生意,迪士尼郵輪，要搶自家樂園的生意,分一杯羹,2025-01-24 17:44:37,36kr,https://36kr.com/p/3136430174525953,1,0,0,
173,1491298,中国最讨人嫌的行业，挤满35+的中年人,中國最討人嫌的行業，擠滿35+的中年人,宇宙的盡頭除了編制，還有賣保險,2025-01-24 17:44:33,36kr,https://36kr.com/p/3136430354913797,1,0,0,
174,1491265,向视觉版o1出击，阶跃张祥雨团队推出“慢感知”，实现感知层面的推理时scaling,向視覺版o1出擊，階躍張祥雨團隊推出“慢感知”，實現感知層面的推理時scaling,未來視覺推理的重要基礎,2025-01-24 17:32:58,36kr,https://36kr.com/p/3136387506412037,1,0,0,
175,1491263,10年前爆火的共享办公品牌，都怎么样了？,10年前爆火的共享辦公品牌，都怎麼樣了？,“那些曾經獲得大量資本關注的共享辦公品牌們，有的倒閉、有的收縮，活下去是共同目標。,2025-01-24 17:32:54,36kr,https://36kr.com/p/3136472892431110,1,0,0,
176,1491225,“AI教父”本吉奥：AI可能会为了自保控制人类行为,“AI教父”本吉奧：AI可能會為了自保控制人類行為,他呼籲謹慎樂觀。,2025-01-24 17:20:27,36kr,https://36kr.com/p/3136387311147525,1,0,0,
177,1491191,安卓版Vision Pro来了，XR遇冷，三星能否力挽狂澜？,安卓版Vision Pro來了，XR遇冷，三星能否力挽狂瀾？,內容生態才是基石？,2025-01-24 17:06:17,36kr,https://36kr.com/p/3136258825698819,1,0,0,
178,1491164,OpenAI首个智能体Operator大测评，你也能拥有24小时私人管家,OpenAI首個智能體Operator大測評，你也能擁有24小時私人管家,OpenAI發佈Operator，自動化處理多種任務，但功能尚未完善。,2025-01-24 16:52:11,36kr,https://36kr.com/p/3136393172343555,1,0,0,
179,1491163,警方扣押严禁上路，打折搞促销，为啥Cybertruck卖不动了,警方扣押嚴禁上路，打折搞促銷，為啥Cybertruck賣不動了,真實訂單比例或僅2%,2025-01-24 16:52:06,36kr,https://36kr.com/p/3136408062892549,1,0,0,
180,1491135,史上最难大模型测试集，千名专家铸成，没有模型得分超过10％，但DeepSeek-R1超o1,史上最難大模型測試集，千名專家鑄成，沒有模型得分超過10％，但DeepSeek-R1超o1,機器+人工三輪篩選，3000餘道題目入圍,2025-01-24 16:37:54,36kr,https://36kr.com/p/3136387609123329,1,0,0,
181,1491133,杨立昆谈中国AI进展：中国科学家非常优秀，令人印象深刻,楊立昆談中國AI進展：中國科學家非常優秀，令人印象深刻,騰訊新聞在達沃斯現場發回報道,2025-01-24 16:37:49,36kr,https://36kr.com/p/3136387358612227,1,0,0,
182,1491132,总规模10亿，江西省首支机器人产业基金签约落地 | 最前线,總規模10億，江西省首支機器人產業基金簽約落地 | 最前線,已和七家項目公司簽約，智能仿生人形機器人項目總投資2.7億元。,2025-01-24 16:37:44,36kr,https://36kr.com/p/3136411461458688,1,0,0,
183,1491093,拒绝在工位“坐牢”，这届打工人午休选择走出去,拒絕在工位“坐牢”，這屆打工人午休選擇走出去,懂得享福的打工人，已經不滿足於公司午休,2025-01-24 16:20:43,36kr,https://36kr.com/p/3136276011440644,1,0,0,
184,1491092,电主轴技术填补国产空白，「博华精密主轴」获5000万元首轮投资 | 36氪首发,電主軸技術填補國產空白，「博華精密主軸」獲5000萬元首輪投資 | 36氪首發,36氪獲悉，2025年「博華精密主軸」將與蘋果產業鏈進一步合作，為其提供主軸產品。,2025-01-24 16:20:37,36kr,https://36kr.com/p/3136230421748232,1,0,0,
185,1491069,36氪首发｜在湖南开出80余家门店，「猪司令」完成600万元天使轮融资,36氪首發｜在湖南開出80餘家門店，「豬司令」完成600萬元天使輪融資,豬肉生鮮渠道的品牌化仍有空間。,2025-01-24 16:02:52,36kr,https://36kr.com/p/3135116235414273,1,0,0,
186,1491068,房企2024预亏榜：金科205-285亿；金融街90-120亿；荣盛72-95亿,房企2024預虧榜：金科205-285億；金融街90-120億；榮盛72-95億,錢難賺。,2025-01-24 16:02:48,36kr,https://36kr.com/p/3136382266104327,1,0,0,
187,1491067,4年亏400亿，2025年第一个退市首富出现,4年虧400億，2025年第一個退市首富出現,前首富，扛不住了。,2025-01-24 16:02:43,36kr,https://36kr.com/p/3136221873445380,1,0,0,
188,1491066,做自媒体、开淘宝店，全网3500万粉丝的经济学家带来最新观察,做自媒體、開淘寶店，全網3500萬粉絲的經濟學家帶來最新觀察,《天下網商》對話經濟學家任澤平：“悲觀者正確，樂觀者前行，世界終將屬於長期樂觀主義者。”,2025-01-24 16:02:39,36kr,https://36kr.com/p/3136221245676292,1,0,0,
189,1490898,米哈游腾讯投的AI独角兽火出圈，背后竟有心动的人？,米哈遊騰訊投的AI獨角獸火出圈，背後竟有心動的人？,堅持做有價值的事，一定會有意義。,2025-01-24 13:13:04,36kr,https://36kr.com/p/3135361973197317,1,0,0,
190,1490897,中国旅游产业十年蜕变：2014-2023年增加值分析报告,中國旅遊產業十年蛻變：2014-2023年增加值分析報告,解鎖十年增長密碼,2025-01-24 13:12:56,36kr,https://36kr.com/p/3135387067783684,1,0,0,
191,1490896,县城品牌挤进海淀大悦城，遭群嘲,縣城品牌擠進海淀大悅城，遭群嘲,我只配土潮？,2025-01-24 13:12:50,36kr,https://36kr.com/p/3136184820898564,1,0,0,
192,1490895,80后天才兄弟，造出3000亿“寒王”,80後天才兄弟，造出3000億“寒王”,兩兄弟都來自中科大少年班,2025-01-24 13:12:46,36kr,https://36kr.com/p/3136175262800387,1,0,0,
193,1490894,奥特曼晒“星际之门”首期工厂，全美狂建20座超算，70万块GPU老黄爆赚375亿,奧特曼晒“星際之門”首期工廠，全美狂建20座超算，70萬塊GPU老黃爆賺375億,全部用於一次訓練,2025-01-24 13:12:42,36kr,https://36kr.com/p/3136214143130112,1,0,0,
194,1490893,热播剧《漂白》难“漂白”？,熱播劇《漂白》難“漂白”？,《漂白》的前景，陷入一片迷霧。,2025-01-24 13:12:37,36kr,https://36kr.com/p/3136209623882501,1,0,0,
